Location,Current_Date,HCHO_reading,LATITUDE,LONGITUDE,ELEVATION,Precipitation,Average_Temperature
Nuwara Eliya Proper,2021-10-01,0.00016067341362134774,6.967,80.767,1880.0,0.11,59
Nuwara Eliya Proper,2021-10-02,0.00016067341362134774,6.967,80.767,1880.0,2.59,61
Nuwara Eliya Proper,2021-10-03,0.00016067341362134774,6.967,80.767,1880.0,0.18,62
Nuwara Eliya Proper,2021-10-04,0.00016067341362134774,6.967,80.767,1880.0,0.02,61
Nuwara Eliya Proper,2021-10-05,0.00016067341362134774,6.967,80.767,1880.0,0.09,61
Nuwara Eliya Proper,2021-10-06,0.00016067341362134774,6.967,80.767,1880.0,0.48,60
Nuwara Eliya Proper,2021-10-07,8.381618778558997e-06,6.967,80.767,1880.0,0.08,62
Nuwara Eliya Proper,2021-10-08,1.1158767564189478e-05,6.967,80.767,1880.0,0.0,61
Nuwara Eliya Proper,2021-10-09,0.000182135399090962,6.967,80.767,1880.0,0.0,62
Nuwara Eliya Proper,2021-10-10,0.000182135399090962,6.967,80.767,1880.0,0.08,60
Nuwara Eliya Proper,2021-10-11,0.000182135399090962,6.967,80.767,1880.0,1.56,59
Nuwara Eliya Proper,2021-10-12,0.000182135399090962,6.967,80.767,1880.0,0.0,59
Nuwara Eliya Proper,2021-10-13,0.000182135399090962,6.967,80.767,1880.0,0.2,61
Nuwara Eliya Proper,2021-10-14,0.000182135399090962,6.967,80.767,1880.0,0.02,61
Nuwara Eliya Proper,2021-10-15,0.000182135399090962,6.967,80.767,1880.0,0.0,61
Nuwara Eliya Proper,2021-10-16,-1.1045364173162887e-05,6.967,80.767,1880.0,0.06,59
Nuwara Eliya Proper,2021-10-17,-1.1045364173162887e-05,6.967,80.767,1880.0,0.06,60
Nuwara Eliya Proper,2021-10-18,-1.1045364173162887e-05,6.967,80.767,1880.0,0.04,59
Nuwara Eliya Proper,2021-10-19,0.00013756306820472106,6.967,80.767,1880.0,0.0,63
Nuwara Eliya Proper,2021-10-20,0.00013756306820472106,6.967,80.767,1880.0,0.26,62
Nuwara Eliya Proper,2021-10-21,0.00013756306820472106,6.967,80.767,1880.0,0.23,62
Nuwara Eliya Proper,2021-10-22,0.00013756306820472106,6.967,80.767,1880.0,0.8,62
Nuwara Eliya Proper,2021-10-23,0.00013756306820472106,6.967,80.767,1880.0,0.13,59
Nuwara Eliya Proper,2021-10-24,0.00013756306820472106,6.967,80.767,1880.0,3.27,61
Nuwara Eliya Proper,2021-10-25,0.00013756306820472106,6.967,80.767,1880.0,0.05,63
Nuwara Eliya Proper,2021-10-26,0.00013756306820472106,6.967,80.767,1880.0,0.15,61
Nuwara Eliya Proper,2021-10-27,0.00013756306820472106,6.967,80.767,1880.0,1.37,62
Nuwara Eliya Proper,2021-10-28,-5.8697023635660395e-05,6.967,80.767,1880.0,0.0,62
Nuwara Eliya Proper,2021-10-29,-5.8697023635660395e-05,6.967,80.767,1880.0,0.39,61
Nuwara Eliya Proper,2021-10-30,-5.8697023635660395e-05,6.967,80.767,1880.0,1.6,61
Nuwara Eliya Proper,2021-10-31,-5.8697023635660395e-05,6.967,80.767,1880.0,1.2,63
Nuwara Eliya Proper,2021-11-01,-5.8697023635660395e-05,6.967,80.767,1880.0,0.19,62
Nuwara Eliya Proper,2021-11-02,-5.8697023635660395e-05,6.967,80.767,1880.0,0.96,63
Nuwara Eliya Proper,2021-11-03,-5.8697023635660395e-05,6.967,80.767,1880.0,0.33,60
Nuwara Eliya Proper,2021-11-04,-5.8697023635660395e-05,6.967,80.767,1880.0,1.3,61
Nuwara Eliya Proper,2021-11-05,-5.8697023635660395e-05,6.967,80.767,1880.0,0.03,60
Nuwara Eliya Proper,2021-11-06,-5.8697023635660395e-05,6.967,80.767,1880.0,0.0,60
Nuwara Eliya Proper,2021-11-07,-5.8697023635660395e-05,6.967,80.767,1880.0,0.61,60
Nuwara Eliya Proper,2021-11-08,-5.8697023635660395e-05,6.967,80.767,1880.0,0.72,59
Nuwara Eliya Proper,2021-11-09,-5.8697023635660395e-05,6.967,80.767,1880.0,0.65,61
Nuwara Eliya Proper,2021-11-10,-5.8697023635660395e-05,6.967,80.767,1880.0,0.28,59
Nuwara Eliya Proper,2021-11-11,-5.8697023635660395e-05,6.967,80.767,1880.0,0.24,60
Nuwara Eliya Proper,2021-11-12,-5.8697023635660395e-05,6.967,80.767,1880.0,0.24,58
Nuwara Eliya Proper,2021-11-13,-5.8697023635660395e-05,6.967,80.767,1880.0,0.17,59
Nuwara Eliya Proper,2021-11-14,-5.8697023635660395e-05,6.967,80.767,1880.0,0.04,60
Nuwara Eliya Proper,2021-11-15,-5.8697023635660395e-05,6.967,80.767,1880.0,0.24,61
Nuwara Eliya Proper,2021-11-16,-5.8697023635660395e-05,6.967,80.767,1880.0,0.18,61
Nuwara Eliya Proper,2021-11-17,-5.8697023635660395e-05,6.967,80.767,1880.0,0.0,61
Nuwara Eliya Proper,2021-11-18,-5.8697023635660395e-05,6.967,80.767,1880.0,0.15,59
Nuwara Eliya Proper,2021-11-19,0.00016643561672097896,6.967,80.767,1880.0,0.01,61
Nuwara Eliya Proper,2021-11-20,0.00016643561672097896,6.967,80.767,1880.0,0.64,63
Nuwara Eliya Proper,2021-11-21,0.0001838957088999384,6.967,80.767,1880.0,0.0,61
Nuwara Eliya Proper,2021-11-22,-6.448765323512342e-07,6.967,80.767,1880.0,0.0,63
Nuwara Eliya Proper,2021-11-23,-2.498389232988013e-05,6.967,80.767,1880.0,0.0,62
Nuwara Eliya Proper,2021-11-24,-2.498389232988013e-05,6.967,80.767,1880.0,1.11,61
Nuwara Eliya Proper,2021-11-25,-2.498389232988013e-05,6.967,80.767,1880.0,0.51,60
Nuwara Eliya Proper,2021-11-26,-2.498389232988013e-05,6.967,80.767,1880.0,0.24,62
Nuwara Eliya Proper,2021-11-27,-2.498389232988013e-05,6.967,80.767,1880.0,0.28,61
Nuwara Eliya Proper,2021-11-28,4.2641393873374475e-05,6.967,80.767,1880.0,0.49,61
Nuwara Eliya Proper,2021-11-29,4.2641393873374475e-05,6.967,80.767,1880.0,0.33,60
Nuwara Eliya Proper,2021-11-30,4.2641393873374475e-05,6.967,80.767,1880.0,0.02,61
Nuwara Eliya Proper,2021-12-01,4.2641393873374475e-05,6.967,80.767,1880.0,0.02,59
Nuwara Eliya Proper,2021-12-02,0.0001277542208318068,6.967,80.767,1880.0,0.0,62
Nuwara Eliya Proper,2021-12-03,0.0001277542208318068,6.967,80.767,1880.0,0.49,63
Nuwara Eliya Proper,2021-12-04,0.0001277542208318068,6.967,80.767,1880.0,0.0,61
Nuwara Eliya Proper,2021-12-05,0.0001277542208318068,6.967,80.767,1880.0,0.0,61
Nuwara Eliya Proper,2021-12-06,0.0001277542208318068,6.967,80.767,1880.0,0.28,61
Nuwara Eliya Proper,2021-12-07,0.0001277542208318068,6.967,80.767,1880.0,0.0,60
Nuwara Eliya Proper,2021-12-08,5.2239620656796715e-05,6.967,80.767,1880.0,0.0,62
Nuwara Eliya Proper,2021-12-09,0.00012046761037671312,6.967,80.767,1880.0,0.28,60
Nuwara Eliya Proper,2021-12-10,4.485241902878767e-05,6.967,80.767,1880.0,0.0,60
Nuwara Eliya Proper,2021-12-11,4.806909959697483e-05,6.967,80.767,1880.0,0.09,61
Nuwara Eliya Proper,2021-12-12,4.806909959697483e-05,6.967,80.767,1880.0,0.02,60
Nuwara Eliya Proper,2021-12-13,4.806909959697483e-05,6.967,80.767,1880.0,0.76,59
Nuwara Eliya Proper,2021-12-14,4.806909959697483e-05,6.967,80.767,1880.0,0.26,59
Nuwara Eliya Proper,2021-12-15,4.806909959697483e-05,6.967,80.767,1880.0,0.08,59
Nuwara Eliya Proper,2021-12-16,4.806909959697483e-05,6.967,80.767,1880.0,0.04,60
Nuwara Eliya Proper,2021-12-17,4.806909959697483e-05,6.967,80.767,1880.0,0.0,61
Nuwara Eliya Proper,2021-12-18,6.302742192158857e-05,6.967,80.767,1880.0,0.0,62
Nuwara Eliya Proper,2021-12-19,6.302742192158857e-05,6.967,80.767,1880.0,0.69,58
Nuwara Eliya Proper,2021-12-20,6.302742192158857e-05,6.967,80.767,1880.0,0.0,60
Nuwara Eliya Proper,2021-12-21,0.00013684883106601314,6.967,80.767,1880.0,0.0,59
Nuwara Eliya Proper,2021-12-22,0.00013684883106601314,6.967,80.767,1880.0,0.0,60
Nuwara Eliya Proper,2021-12-23,3.7797857366572504e-05,6.967,80.767,1880.0,0.01,59
Nuwara Eliya Proper,2021-12-24,6.854709364578421e-05,6.967,80.767,1880.0,0.0,58
Nuwara Eliya Proper,2021-12-25,0.00017503788345789686,6.967,80.767,1880.0,0.0,60
Nuwara Eliya Proper,2021-12-26,0.00011118904567774752,6.967,80.767,1880.0,0.0,58
Nuwara Eliya Proper,2021-12-27,8.707561503487014e-05,6.967,80.767,1880.0,0.0,55
Nuwara Eliya Proper,2021-12-28,0.00014604947419375516,6.967,80.767,1880.0,0.0,56
Nuwara Eliya Proper,2021-12-29,5.593925007572945e-05,6.967,80.767,1880.0,0.0,58
Nuwara Eliya Proper,2021-12-30,0.0001157977655242676,6.967,80.767,1880.0,0.0,61
Nuwara Eliya Proper,2021-12-31,-9.656306209314945e-05,6.967,80.767,1880.0,0.04,58
Nuwara Eliya Proper,2022-01-01,-9.656306209314945e-05,6.967,80.767,1880.0,0.06,61
Nuwara Eliya Proper,2022-01-02,-2.2687453550778574e-05,6.967,80.767,1880.0,0.02,59
Nuwara Eliya Proper,2022-01-03,-2.2687453550778574e-05,6.967,80.767,1880.0,0.13,59
Nuwara Eliya Proper,2022-01-04,-2.2687453550778574e-05,6.967,80.767,1880.0,0.02,60
Nuwara Eliya Proper,2022-01-06,6.382459631234894e-05,6.967,80.767,1880.0,0.57,59
Nuwara Eliya Proper,2022-01-07,6.382459631234894e-05,6.967,80.767,1880.0,0.02,62
Nuwara Eliya Proper,2022-01-08,9.700647998926193e-05,6.967,80.767,1880.0,0.0,59
Nuwara Eliya Proper,2022-01-09,9.700647998926193e-05,6.967,80.767,1880.0,0.04,58
Nuwara Eliya Proper,2022-01-10,9.700647998926193e-05,6.967,80.767,1880.0,0.12,60
Nuwara Eliya Proper,2022-01-12,9.700647998926193e-05,6.967,80.767,1880.0,0.0,60
Nuwara Eliya Proper,2022-01-13,9.700647998926193e-05,6.967,80.767,1880.0,0.02,61
Nuwara Eliya Proper,2022-01-14,9.700647998926193e-05,6.967,80.767,1880.0,0.0,60
Nuwara Eliya Proper,2022-01-16,9.593341892642781e-05,6.967,80.767,1880.0,0.0,61
Nuwara Eliya Proper,2022-01-17,9.593341892642781e-05,6.967,80.767,1880.0,0.0,58
Nuwara Eliya Proper,2022-01-19,9.593341892642781e-05,6.967,80.767,1880.0,0.0,59
Nuwara Eliya Proper,2022-01-21,9.593341892642781e-05,6.967,80.767,1880.0,0.0,59
Nuwara Eliya Proper,2022-01-22,0.00020133880475464152,6.967,80.767,1880.0,0.0,56
Nuwara Eliya Proper,2022-01-26,0.00017561748051650886,6.967,80.767,1880.0,0.0,57
Nuwara Eliya Proper,2022-01-28,-3.220133533719095e-05,6.967,80.767,1880.0,0.0,56
Nuwara Eliya Proper,2022-01-30,-3.220133533719095e-05,6.967,80.767,1880.0,0.0,58
Nuwara Eliya Proper,2022-01-31,0.00011889410983510324,6.967,80.767,1880.0,0.0,60
Nuwara Eliya Proper,2022-02-03,4.703003261100508e-05,6.967,80.767,1880.0,0.0,57
Nuwara Eliya Proper,2022-02-04,4.703003261100508e-05,6.967,80.767,1880.0,0.0,61
Nuwara Eliya Proper,2022-02-08,0.00023073785470265423,6.967,80.767,1880.0,0.0,61
Nuwara Eliya Proper,2022-02-09,0.00023073785470265423,6.967,80.767,1880.0,0.0,60
Nuwara Eliya Proper,2022-02-12,8.899372705409407e-05,6.967,80.767,1880.0,0.0,63
Nuwara Eliya Proper,2022-02-13,8.899372705409407e-05,6.967,80.767,1880.0,0.65,60
Nuwara Eliya Proper,2022-02-14,8.899372705409407e-05,6.967,80.767,1880.0,0.02,59
Nuwara Eliya Proper,2022-02-16,2.189217788668978e-05,6.967,80.767,1880.0,0.0,60
Nuwara Eliya Proper,2022-02-18,9.75711753340983e-05,6.967,80.767,1880.0,0.0,60
Nuwara Eliya Proper,2022-02-19,9.75711753340983e-05,6.967,80.767,1880.0,0.15,57
Nuwara Eliya Proper,2022-02-21,9.75711753340983e-05,6.967,80.767,1880.0,0.0,61
Nuwara Eliya Proper,2022-02-22,0.0001917515974617478,6.967,80.767,1880.0,0.0,59
Nuwara Eliya Proper,2022-02-24,4.606328142270701e-05,6.967,80.767,1880.0,0.07,59
Nuwara Eliya Proper,2022-02-25,4.606328142270701e-05,6.967,80.767,1880.0,0.0,62
Nuwara Eliya Proper,2022-02-27,6.179670672577967e-05,6.967,80.767,1880.0,0.06,56
Nuwara Eliya Proper,2022-02-28,2.0587229344284576e-05,6.967,80.767,1880.0,0.0,58
Nuwara Eliya Proper,2022-03-02,9.149948203277136e-05,6.967,80.767,1880.0,0.0,58
Nuwara Eliya Proper,2022-03-03,9.149948203277136e-05,6.967,80.767,1880.0,0.17,60
Nuwara Eliya Proper,2022-03-04,9.149948203277136e-05,6.967,80.767,1880.0,0.0,60
Nuwara Eliya Proper,2022-03-05,9.149948203277136e-05,6.967,80.767,1880.0,0.03,60
Nuwara Eliya Proper,2022-03-09,7.428724563068309e-05,6.967,80.767,1880.0,0.0,61
Nuwara Eliya Proper,2022-03-10,3.517861110649411e-05,6.967,80.767,1880.0,0.0,63
Nuwara Eliya Proper,2022-03-12,9.86136138244832e-05,6.967,80.767,1880.0,0.01,61
Nuwara Eliya Proper,2022-03-14,0.00015415888420073539,6.967,80.767,1880.0,0.0,59
Nuwara Eliya Proper,2022-03-17,4.087961876028131e-05,6.967,80.767,1880.0,0.0,61
Nuwara Eliya Proper,2022-03-21,3.232999739920291e-05,6.967,80.767,1880.0,0.0,63
Nuwara Eliya Proper,2022-03-23,3.232999739920291e-05,6.967,80.767,1880.0,0.0,61
Nuwara Eliya Proper,2022-03-26,6.374579192599576e-05,6.967,80.767,1880.0,0.04,62
Nuwara Eliya Proper,2022-03-27,9.473359802533908e-06,6.967,80.767,1880.0,0.0,58
Nuwara Eliya Proper,2022-03-30,0.00017871478737592597,6.967,80.767,1880.0,0.0,62
Nuwara Eliya Proper,2022-03-31,0.00017871478737592597,6.967,80.767,1880.0,0.14,62
Nuwara Eliya Proper,2022-04-01,8.276620360579048e-05,6.967,80.767,1880.0,0.0,62
Nuwara Eliya Proper,2022-04-02,8.276620360579048e-05,6.967,80.767,1880.0,0.0,62
Nuwara Eliya Proper,2022-04-03,8.276620360579048e-05,6.967,80.767,1880.0,0.48,61
Nuwara Eliya Proper,2022-04-04,8.276620360579048e-05,6.967,80.767,1880.0,0.11,61
Nuwara Eliya Proper,2022-04-05,0.00024125468853162014,6.967,80.767,1880.0,1.09,61
Nuwara Eliya Proper,2022-04-06,0.00024125468853162014,6.967,80.767,1880.0,1.16,59
Nuwara Eliya Proper,2022-04-07,0.00024125468853162014,6.967,80.767,1880.0,0.34,63
Nuwara Eliya Proper,2022-04-08,0.00024125468853162014,6.967,80.767,1880.0,1.13,59
Nuwara Eliya Proper,2022-04-09,0.00024125468853162014,6.967,80.767,1880.0,0.77,60
Nuwara Eliya Proper,2022-04-10,0.00024125468853162014,6.967,80.767,1880.0,0.21,60
Nuwara Eliya Proper,2022-04-11,0.00024125468853162014,6.967,80.767,1880.0,0.09,64
Nuwara Eliya Proper,2022-04-12,0.00024125468853162014,6.967,80.767,1880.0,0.01,61
Nuwara Eliya Proper,2022-04-13,0.00024125468853162014,6.967,80.767,1880.0,0.67,62
Nuwara Eliya Proper,2022-04-14,0.00024125468853162014,6.967,80.767,1880.0,0.02,63
Nuwara Eliya Proper,2022-04-15,0.00024125468853162014,6.967,80.767,1880.0,0.04,63
Nuwara Eliya Proper,2022-04-16,0.00024125468853162014,6.967,80.767,1880.0,0.83,63
Nuwara Eliya Proper,2022-04-17,0.00024125468853162014,6.967,80.767,1880.0,0.35,61
Nuwara Eliya Proper,2022-04-18,0.00024125468853162014,6.967,80.767,1880.0,0.11,63
Nuwara Eliya Proper,2022-04-19,0.00024125468853162014,6.967,80.767,1880.0,0.0,63
Nuwara Eliya Proper,2022-04-20,0.00024125468853162014,6.967,80.767,1880.0,0.0,62
Nuwara Eliya Proper,2022-04-21,9.885818983883048e-05,6.967,80.767,1880.0,0.0,63
Nuwara Eliya Proper,2022-04-22,9.885818983883048e-05,6.967,80.767,1880.0,0.0,61
Nuwara Eliya Proper,2022-04-23,9.885818983883048e-05,6.967,80.767,1880.0,0.59,60
Nuwara Eliya Proper,2022-04-24,9.885818983883048e-05,6.967,80.767,1880.0,0.61,62
Nuwara Eliya Proper,2022-04-25,9.885818983883048e-05,6.967,80.767,1880.0,0.0,62
Nuwara Eliya Proper,2022-04-26,9.885818983883048e-05,6.967,80.767,1880.0,0.0,63
Nuwara Eliya Proper,2022-04-27,1.2590463897989551e-05,6.967,80.767,1880.0,0.0,65
Nuwara Eliya Proper,2022-04-28,1.519686820808881e-05,6.967,80.767,1880.0,0.0,62
Nuwara Eliya Proper,2022-04-29,1.519686820808881e-05,6.967,80.767,1880.0,0.51,61
Nuwara Eliya Proper,2022-04-30,1.519686820808881e-05,6.967,80.767,1880.0,0.28,64
Nuwara Eliya Proper,2022-05-01,0.00025034170046500545,6.967,80.767,1880.0,0.09,62
Nuwara Eliya Proper,2022-05-02,0.00025034170046500545,6.967,80.767,1880.0,0.0,64
Nuwara Eliya Proper,2022-05-03,4.3964599906751345e-05,6.967,80.767,1880.0,0.0,64
Nuwara Eliya Proper,2022-05-04,4.3964599906751345e-05,6.967,80.767,1880.0,0.0,63
Nuwara Eliya Proper,2022-05-05,4.3964599906751345e-05,6.967,80.767,1880.0,0.0,63
Nuwara Eliya Proper,2022-05-06,4.3964599906751345e-05,6.967,80.767,1880.0,0.0,62
Nuwara Eliya Proper,2022-05-07,0.00014446920097918811,6.967,80.767,1880.0,0.0,64
Nuwara Eliya Proper,2022-05-08,0.00014994766425758727,6.967,80.767,1880.0,0.0,63
Nuwara Eliya Proper,2022-05-09,0.00014994766425758727,6.967,80.767,1880.0,0.0,62
Nuwara Eliya Proper,2022-05-10,8.292099087156115e-05,6.967,80.767,1880.0,0.46,62
Nuwara Eliya Proper,2022-05-12,5.575603834023155e-05,6.967,80.767,1880.0,0.11,61
Nuwara Eliya Proper,2022-05-13,-2.707444505220134e-05,6.967,80.767,1880.0,0.74,61
Nuwara Eliya Proper,2022-05-14,-2.707444505220134e-05,6.967,80.767,1880.0,0.63,61
Nuwara Eliya Proper,2022-05-15,-2.707444505220134e-05,6.967,80.767,1880.0,0.8,60
Nuwara Eliya Proper,2022-05-16,-2.707444505220134e-05,6.967,80.767,1880.0,0.43,61
Nuwara Eliya Proper,2022-05-17,-2.707444505220134e-05,6.967,80.767,1880.0,0.4,61
Nuwara Eliya Proper,2022-05-18,-2.707444505220134e-05,6.967,80.767,1880.0,0.52,61
Nuwara Eliya Proper,2022-05-19,-2.707444505220134e-05,6.967,80.767,1880.0,0.48,61
Nuwara Eliya Proper,2022-05-20,-2.707444505220134e-05,6.967,80.767,1880.0,0.13,62
Nuwara Eliya Proper,2022-05-21,1.2921461389845033e-05,6.967,80.767,1880.0,0.07,62
Nuwara Eliya Proper,2022-05-22,3.7228685103745683e-05,6.967,80.767,1880.0,0.04,61
Nuwara Eliya Proper,2022-05-23,0.00010586044583482786,6.967,80.767,1880.0,0.0,62
Nuwara Eliya Proper,2022-05-24,0.00010586044583482786,6.967,80.767,1880.0,0.04,61
